IdExecMin,StrategyExec,App,AppFramework,AppTpFramework,DeviceConfig,SuiteTestCaseName,QttEventsMapping,Successful,TotalTime,QttExec,QttEventsExec,QttEventsExecSuccessful,QttEventsExecUnSuccessful,PercentageEventSuccessful,TotalTimeEventsSuccessful
1195,IndividualExpressionIdentifyAttributes,FFF,Cordova,Hybrid,IOS7-1-2-iPhone,F3,7,0,25816.40625,1,3,1,1,14.285714285714286,9090.0546875
1198,CombinedExpressionsInOrder,FFF,Cordova,Hybrid,IOS9-3-iPad,F3,7,1,56161.234375,1,7,7,0,100,35326.8359375
1201,CombinedExpressionsMultiLocator,FFF,Cordova,Hybrid,IOS9-3-iPad,F3,7,1,571937.28125,1,7,7,0,100,550722.328125
1204,IndividualExpressionAbsolutePath,FFF,Cordova,Hybrid,IOS9-3-iPad,F3,7,1,52860.9921875,1,7,7,0,100,31325.078125
1207,IndividualExpressionAncestorAttributes,FFF,Cordova,Hybrid,IOS9-3-iPad,F3,7,1,51375.3984375,1,7,6,0,85.71428571428571,26230.8125
1210,IndividualExpressionAncestorIndex,FFF,Cordova,Hybrid,IOS9-3-iPad,F3,7,1,53175.3359375,1,7,7,0,100,32045.984375
1213,IndividualExpressionCrossPlatform,FFF,Cordova,Hybrid,IOS9-3-iPad,F3,7,1,51304.9609375,1,7,6,0,85.71428571428571,26012.703125
1216,IndividualExpressionElementType,FFF,Cordova,Hybrid,IOS9-3-iPad,F3,7,1,51303.421875,1,7,6,0,85.71428571428571,25856.3203125
1219,IndividualExpressionIdentifyAttributes,FFF,Cordova,Hybrid,IOS9-3-iPad,F3,7,1,55572.9453125,1,7,5,0,71.42857142857143,22992.9765625
1222,CombinedExpressionsInOrder,Tasky,Xamarin,"Native Cross-Platform",Android4-4-TabletSamsung,F1,4,1,20529.421875,1,4,4,0,100,15325.40625
1223,CombinedExpressionsMultiLocator,Tasky,Xamarin,"Native Cross-Platform",Android4-4-TabletSamsung,F1,4,1,26523.5859375,1,4,4,0,100,20969.1640625
1224,IndividualExpressionAbsolutePath,Tasky,Xamarin,"Native Cross-Platform",Android4-4-TabletSamsung,F1,4,0,0,1,1,0,1,0,0
1225,IndividualExpressionAncestorAttributes,Tasky,Xamarin,"Native Cross-Platform",Android4-4-TabletSamsung,F1,4,1,20796.65625,1,4,4,0,100,15311.7890625
1226,IndividualExpressionAncestorIndex,Tasky,Xamarin,"Native Cross-Platform",Android4-4-TabletSamsung,F1,4,1,20904.4140625,1,4,4,0,100,15376.9296875
1227,IndividualExpressionCrossPlatform,Tasky,Xamarin,"Native Cross-Platform",Android4-4-TabletSamsung,F1,4,0,2758.265625,1,2,1,1,25,662.265625
1228,IndividualExpressionElementType,Tasky,Xamarin,"Native Cross-Platform",Android4-4-TabletSamsung,F1,4,1,19783.6171875,1,4,4,0,100,14257.953125
1229,IndividualExpressionIdentifyAttributes,Tasky,Xamarin,"Native Cross-Platform",Android4-4-TabletSamsung,F1,4,1,20506.6484375,1,4,4,0,100,14854.6796875
1230,CombinedExpressionsInOrder,Tasky,Xamarin,"Native Cross-Platform",Android5-1-MotoG1,F1,4,1,18707.9921875,1,4,4,0,100,13953.859375
1233,CombinedExpressionsMultiLocator,Tasky,Xamarin,"Native Cross-Platform",Android5-1-MotoG1,F1,4,1,24259.1640625,1,4,4,0,100,19326.9296875
1236,IndividualExpressionAbsolutePath,Tasky,Xamarin,"Native Cross-Platform",Android5-1-MotoG1,F1,4,0,0,1,1,0,1,0,0
1239,IndividualExpressionAncestorAttributes,Tasky,Xamarin,"Native Cross-Platform",Android5-1-MotoG1,F1,4,1,18619.4296875,1,4,4,0,100,13551.6875
1242,IndividualExpressionAncestorIndex,Tasky,Xamarin,"Native Cross-Platform",Android5-1-MotoG1,F1,4,1,18525.6796875,1,4,4,0,100,13503.3671875
1245,IndividualExpressionCrossPlatform,Tasky,Xamarin,"Native Cross-Platform",Android5-1-MotoG1,F1,4,0,2070.375,1,2,1,1,25,449.296875
1248,IndividualExpressionElementType,Tasky,Xamarin,"Native Cross-Platform",Android5-1-MotoG1,F1,4,1,18816.8984375,1,4,4,0,100,13908.8203125
1251,IndividualExpressionIdentifyAttributes,Tasky,Xamarin,"Native Cross-Platform",Android5-1-MotoG1,F1,4,1,18202.7421875,1,4,4,0,100,13306.4921875
1254,CombinedExpressionsInOrder,Tasky,Xamarin,"Native Cross-Platform",Android6-0-1-MotoG4,F1,4,1,18043.96875,1,4,4,0,100,13726.109375
1257,CombinedExpressionsMultiLocator,Tasky,Xamarin,"Native Cross-Platform",Android6-0-1-MotoG4,F1,4,1,27597.3046875,1,4,4,0,100,23249.421875
1260,IndividualExpressionAbsolutePath,Tasky,Xamarin,"Native Cross-Platform",Android6-0-1-MotoG4,F1,4,1,18026.046875,1,4,4,0,100,13618.953125
1264,IndividualExpressionAncestorAttributes,Tasky,Xamarin,"Native Cross-Platform",Android6-0-1-MotoG4,F1,4,1,18025.0625,1,4,4,0,100,13698.84375
1267,IndividualExpressionAncestorIndex,Tasky,Xamarin,"Native Cross-Platform",Android6-0-1-MotoG4,F1,4,1,18278.203125,1,4,4,0,100,13918.2890625
1270,IndividualExpressionCrossPlatform,Tasky,Xamarin,"Native Cross-Platform",Android6-0-1-MotoG4,F1,4,1,18111.21875,1,4,3,0,75,1312.8671875
1273,IndividualExpressionElementType,Tasky,Xamarin,"Native Cross-Platform",Android6-0-1-MotoG4,F1,4,1,18013.0703125,1,4,4,0,100,13620.140625
1276,IndividualExpressionIdentifyAttributes,Tasky,Xamarin,"Native Cross-Platform",Android6-0-1-MotoG4,F1,4,1,17971.8125,1,4,4,0,100,13615.8984375
1279,CombinedExpressionsInOrder,Tasky,Xamarin,"Native Cross-Platform",IOS10-2-iPad4,F1,4,1,40325.484375,1,4,4,0,100,31824.34375
1280,CombinedExpressionsMultiLocator,Tasky,Xamarin,"Native Cross-Platform",IOS10-2-iPad4,F1,4,1,137160.703125,1,4,4,0,100,128391.28125
1281,IndividualExpressionAbsolutePath,Tasky,Xamarin,"Native Cross-Platform",IOS10-2-iPad4,F1,4,0,0,1,1,0,1,0,0
1282,IndividualExpressionAncestorAttributes,Tasky,Xamarin,"Native Cross-Platform",IOS10-2-iPad4,F1,4,0,5209.46875,1,2,1,1,25,3484.15625
1283,IndividualExpressionAncestorIndex,Tasky,Xamarin,"Native Cross-Platform",IOS10-2-iPad4,F1,4,0,0,1,1,0,1,0,0
1284,IndividualExpressionCrossPlatform,Tasky,Xamarin,"Native Cross-Platform",IOS10-2-iPad4,F1,4,1,70301.6171875,1,4,4,0,100,31356.3515625
1285,IndividualExpressionElementType,Tasky,Xamarin,"Native Cross-Platform",IOS10-2-iPad4,F1,4,1,39766.859375,1,4,4,0,100,31340.4453125
1286,IndividualExpressionIdentifyAttributes,Tasky,Xamarin,"Native Cross-Platform",IOS10-2-iPad4,F1,4,0,5753.03125,1,2,1,1,25,3847.96875
1287,CombinedExpressionsInOrder,Tasky,Xamarin,"Native Cross-Platform",IOS7-1-2-iPhone,F1,4,1,35043.9921875,1,4,4,0,100,24439.1484375
1290,CombinedExpressionsMultiLocator,Tasky,Xamarin,"Native Cross-Platform",IOS7-1-2-iPhone,F1,4,1,367152.8359375,1,4,4,0,100,356815.671875
1293,IndividualExpressionAbsolutePath,Tasky,Xamarin,"Native Cross-Platform",IOS7-1-2-iPhone,F1,4,1,34255.3203125,1,4,4,0,100,23707.359375
1296,IndividualExpressionAncestorAttributes,Tasky,Xamarin,"Native Cross-Platform",IOS7-1-2-iPhone,F1,4,1,34175.8828125,1,4,4,0,100,24236.0625
1299,IndividualExpressionAncestorIndex,Tasky,Xamarin,"Native Cross-Platform",IOS7-1-2-iPhone,F1,4,0,0,1,1,0,1,0,0
1302,IndividualExpressionCrossPlatform,Tasky,Xamarin,"Native Cross-Platform",IOS7-1-2-iPhone,F1,4,1,33769.609375,1,4,4,0,100,23607.5859375
1305,IndividualExpressionElementType,Tasky,Xamarin,"Native Cross-Platform",IOS7-1-2-iPhone,F1,4,1,34681.265625,1,4,4,0,100,24068.8046875
1308,IndividualExpressionIdentifyAttributes,Tasky,Xamarin,"Native Cross-Platform",IOS7-1-2-iPhone,F1,4,1,36375.21875,1,4,3,0,75,13022.2265625
1311,CombinedExpressionsInOrder,Tasky,Xamarin,"Native Cross-Platform",IOS9-3-iPad,F1,4,1,32685.8046875,1,4,4,0,100,23618.7109375
1314,CombinedExpressionsMultiLocator,Tasky,Xamarin,"Native Cross-Platform",IOS9-3-iPad,F1,4,1,329839.359375,1,4,4,0,100,320780.6015625
1317,IndividualExpressionAbsolutePath,Tasky,Xamarin,"Native Cross-Platform",IOS9-3-iPad,F1,4,1,33042.2890625,1,4,4,0,100,23837.7265625
1320,IndividualExpressionAncestorAttributes,Tasky,Xamarin,"Native Cross-Platform",IOS9-3-iPad,F1,4,1,32112.84375,1,4,4,0,100,23570.9453125
1323,IndividualExpressionAncestorIndex,Tasky,Xamarin,"Native Cross-Platform",IOS9-3-iPad,F1,4,0,0,1,1,0,1,0,0
1328,IndividualExpressionCrossPlatform,Tasky,Xamarin,"Native Cross-Platform",IOS9-3-iPad,F1,4,1,32317.6328125,1,4,4,0,100,23520.4609375
1329,IndividualExpressionElementType,Tasky,Xamarin,"Native Cross-Platform",IOS9-3-iPad,F1,4,1,32232.0625,1,4,4,0,100,23321.046875
1332,IndividualExpressionIdentifyAttributes,Tasky,Xamarin,"Native Cross-Platform",IOS9-3-iPad,F1,4,1,34450.6953125,1,4,3,0,75,10563.421875
1335,CombinedExpressionsInOrder,Tasky,Xamarin,"Native Cross-Platform",Android4-4-TabletSamsung,F2,2,1,4294.515625,1,2,2,0,100,1332.71875
1336,CombinedExpressionsMultiLocator,Tasky,Xamarin,"Native Cross-Platform",Android4-4-TabletSamsung,F2,2,1,7388.9453125,1,2,2,0,100,4397.03125
1337,IndividualExpressionAbsolutePath,Tasky,Xamarin,"Native Cross-Platform",Android4-4-TabletSamsung,F2,2,0,0,1,1,0,1,0,0
1338,IndividualExpressionAncestorAttributes,Tasky,Xamarin,"Native Cross-Platform",Android4-4-TabletSamsung,F2,2,1,4609.78125,1,2,2,0,100,1379.6640625
1339,IndividualExpressionAncestorIndex,Tasky,Xamarin,"Native Cross-Platform",Android4-4-TabletSamsung,F2,2,1,4542.0390625,1,2,2,0,100,1227.3046875
1340,IndividualExpressionCrossPlatform,Tasky,Xamarin,"Native Cross-Platform",Android4-4-TabletSamsung,F2,2,1,4592.9375,1,2,2,0,100,1295.6640625
1341,IndividualExpressionElementType,Tasky,Xamarin,"Native Cross-Platform",Android4-4-TabletSamsung,F2,2,1,4525.5703125,1,2,2,0,100,1401.65625
1342,IndividualExpressionIdentifyAttributes,Tasky,Xamarin,"Native Cross-Platform",Android4-4-TabletSamsung,F2,2,1,4607.78125,1,2,2,0,100,1313.5859375
1343,CombinedExpressionsInOrder,Tasky,Xamarin,"Native Cross-Platform",Android5-1-MotoG1,F2,2,1,3680.4453125,1,2,2,0,100,954.625
1346,CombinedExpressionsMultiLocator,Tasky,Xamarin,"Native Cross-Platform",Android5-1-MotoG1,F2,2,1,10950.2578125,1,2,2,0,100,8194.4375
1349,IndividualExpressionAbsolutePath,Tasky,Xamarin,"Native Cross-Platform",Android5-1-MotoG1,F2,2,0,0,1,1,0,1,0,0
1352,IndividualExpressionAncestorAttributes,Tasky,Xamarin,"Native Cross-Platform",Android5-1-MotoG1,F2,2,1,3910.59375,1,2,2,0,100,1053.703125
1355,IndividualExpressionAncestorIndex,Tasky,Xamarin,"Native Cross-Platform",Android5-1-MotoG1,F2,2,1,3719.4609375,1,2,2,0,100,1031.6796875
1358,IndividualExpressionCrossPlatform,Tasky,Xamarin,"Native Cross-Platform",Android5-1-MotoG1,F2,2,1,3635.421875,1,2,2,0,100,919.6171875
1361,IndividualExpressionElementType,Tasky,Xamarin,"Native Cross-Platform",Android5-1-MotoG1,F2,2,1,3757.4921875,1,2,2,0,100,929.609375
1364,IndividualExpressionIdentifyAttributes,Tasky,Xamarin,"Native Cross-Platform",Android5-1-MotoG1,F2,2,1,3872.578125,1,2,2,0,100,972.640625
1367,CombinedExpressionsInOrder,Tasky,Xamarin,"Native Cross-Platform",Android6-0-1-MotoG4,F2,2,1,3115.0625,1,2,2,0,100,890.5859375
1370,CombinedExpressionsMultiLocator,Tasky,Xamarin,"Native Cross-Platform",Android6-0-1-MotoG4,F2,2,1,14644.53125,1,2,2,0,100,12422.2421875
1373,IndividualExpressionAbsolutePath,Tasky,Xamarin,"Native Cross-Platform",Android6-0-1-MotoG4,F2,2,1,3629.3984375,1,2,2,0,100,1374.90625
1376,IndividualExpressionAncestorAttributes,Tasky,Xamarin,"Native Cross-Platform",Android6-0-1-MotoG4,F2,2,1,3533.3515625,1,2,2,0,100,1346.890625
1379,IndividualExpressionAncestorIndex,Tasky,Xamarin,"Native Cross-Platform",Android6-0-1-MotoG4,F2,2,1,3299.1875,1,2,2,0,100,1073.71875
1382,IndividualExpressionCrossPlatform,Tasky,Xamarin,"Native Cross-Platform",Android6-0-1-MotoG4,F2,2,1,3316.1953125,1,2,2,0,100,1055.703125
1385,IndividualExpressionElementType,Tasky,Xamarin,"Native Cross-Platform",Android6-0-1-MotoG4,F2,2,1,3142.0859375,1,2,2,0,100,956.6484375
1388,IndividualExpressionIdentifyAttributes,Tasky,Xamarin,"Native Cross-Platform",Android6-0-1-MotoG4,F2,2,1,3257.1640625,1,2,2,0,100,1054.703125
1391,CombinedExpressionsInOrder,Tasky,Xamarin,"Native Cross-Platform",IOS10-2-iPad4,F2,2,1,13123.0078125,1,2,2,0,100,8731.2578125
1393,IndividualExpressionAbsolutePath,Tasky,Xamarin,"Native Cross-Platform",IOS10-2-iPad4,F2,2,0,0,1,1,0,1,0,0
1394,IndividualExpressionAncestorAttributes,Tasky,Xamarin,"Native Cross-Platform",IOS10-2-iPad4,F2,2,0,5810.40625,1,2,1,1,50,3879.78125
1395,IndividualExpressionAncestorIndex,Tasky,Xamarin,"Native Cross-Platform",IOS10-2-iPad4,F2,2,0,0,1,1,0,1,0,0
1396,IndividualExpressionCrossPlatform,Tasky,Xamarin,"Native Cross-Platform",IOS10-2-iPad4,F2,2,1,12565.8515625,1,2,2,0,100,8372.6484375
1397,IndividualExpressionElementType,Tasky,Xamarin,"Native Cross-Platform",IOS10-2-iPad4,F2,2,1,12883.234375,1,2,2,0,100,8583.28125
1398,IndividualExpressionIdentifyAttributes,Tasky,Xamarin,"Native Cross-Platform",IOS10-2-iPad4,F2,2,1,13085.4296875,1,2,2,0,100,8484.953125
1399,CombinedExpressionsInOrder,Tasky,Xamarin,"Native Cross-Platform",IOS7-1-2-iPhone,F2,2,1,13533.9375,1,2,2,0,100,8394.671875
1402,CombinedExpressionsMultiLocator,Tasky,Xamarin,"Native Cross-Platform",IOS7-1-2-iPhone,F2,2,1,175076.8203125,1,2,2,0,100,169660.9375
1405,IndividualExpressionAbsolutePath,Tasky,Xamarin,"Native Cross-Platform",IOS7-1-2-iPhone,F2,2,1,12894.9296875,1,2,2,0,100,7610.7109375
1408,IndividualExpressionAncestorAttributes,Tasky,Xamarin,"Native Cross-Platform",IOS7-1-2-iPhone,F2,2,1,13489.5,1,2,2,0,100,8614.046875
1411,IndividualExpressionAncestorIndex,Tasky,Xamarin,"Native Cross-Platform",IOS7-1-2-iPhone,F2,2,0,0,1,1,0,1,0,0
1414,IndividualExpressionCrossPlatform,Tasky,Xamarin,"Native Cross-Platform",IOS7-1-2-iPhone,F2,2,1,12708.46875,1,2,2,0,100,8067.390625
1417,IndividualExpressionElementType,Tasky,Xamarin,"Native Cross-Platform",IOS7-1-2-iPhone,F2,2,1,13017.421875,1,2,2,0,100,7964.0859375
1420,IndividualExpressionIdentifyAttributes,Tasky,Xamarin,"Native Cross-Platform",IOS7-1-2-iPhone,F2,2,1,13479.78125,1,2,2,0,100,8226.2109375
1423,CombinedExpressionsInOrder,Tasky,Xamarin,"Native Cross-Platform",IOS9-3-iPad,F2,2,1,13585.9453125,1,2,2,0,100,8025.328125
1426,CombinedExpressionsMultiLocator,Tasky,Xamarin,"Native Cross-Platform",IOS9-3-iPad,F2,2,1,168424.8046875,1,2,2,0,100,162646.578125
1429,IndividualExpressionAbsolutePath,Tasky,Xamarin,"Native Cross-Platform",IOS9-3-iPad,F2,2,1,14205.9921875,1,2,2,0,100,8370.5546875
1432,IndividualExpressionAncestorAttributes,Tasky,Xamarin,"Native Cross-Platform",IOS9-3-iPad,F2,2,1,14539.6875,1,2,2,0,100,9194
1435,IndividualExpressionAncestorIndex,Tasky,Xamarin,"Native Cross-Platform",IOS9-3-iPad,F2,2,0,0,1,1,0,1,0,0
1438,IndividualExpressionCrossPlatform,Tasky,Xamarin,"Native Cross-Platform",IOS9-3-iPad,F2,2,1,12234.1953125,1,2,2,0,100,7172.734375
1441,IndividualExpressionElementType,Tasky,Xamarin,"Native Cross-Platform",IOS9-3-iPad,F2,2,1,12875.9921875,1,2,2,0,100,7652.0703125
1444,IndividualExpressionIdentifyAttributes,Tasky,Xamarin,"Native Cross-Platform",IOS9-3-iPad,F2,2,1,13124.875,1,2,2,0,100,7802.671875
1447,CombinedExpressionsInOrder,Tasky,Xamarin,"Native Cross-Platform",Android4-4-TabletSamsung,F3,3,1,21628.6328125,1,3,3,0,100,17294.328125
1448,CombinedExpressionsMultiLocator,Tasky,Xamarin,"Native Cross-Platform",Android4-4-TabletSamsung,F3,3,1,25988.4765625,1,3,3,0,100,21658.5703125
1449,IndividualExpressionAbsolutePath,Tasky,Xamarin,"Native Cross-Platform",Android4-4-TabletSamsung,F3,3,0,0,1,1,0,1,0,0
1450,IndividualExpressionAncestorAttributes,Tasky,Xamarin,"Native Cross-Platform",Android4-4-TabletSamsung,F3,3,1,21472.6796875,1,3,3,0,100,16942.453125
1451,IndividualExpressionAncestorIndex,Tasky,Xamarin,"Native Cross-Platform",Android4-4-TabletSamsung,F3,3,1,21149.265625,1,3,3,0,100,16719.640625
1452,IndividualExpressionCrossPlatform,Tasky,Xamarin,"Native Cross-Platform",Android4-4-TabletSamsung,F3,3,0,2778.125,1,2,1,1,33.333333333333336,630.4609375
1453,IndividualExpressionElementType,Tasky,Xamarin,"Native Cross-Platform",Android4-4-TabletSamsung,F3,3,1,21711.4140625,1,3,3,0,100,17224.328125
1454,IndividualExpressionIdentifyAttributes,Tasky,Xamarin,"Native Cross-Platform",Android4-4-TabletSamsung,F3,3,1,21881.859375,1,3,3,0,100,17417.0625
1455,CombinedExpressionsInOrder,Tasky,Xamarin,"Native Cross-Platform",Android5-1-MotoG1,F3,3,1,20667.109375,1,3,3,0,100,16420.2890625
1458,CombinedExpressionsMultiLocator,Tasky,Xamarin,"Native Cross-Platform",Android5-1-MotoG1,F3,3,1,27489.484375,1,3,3,0,100,23577.625
1461,IndividualExpressionAbsolutePath,Tasky,Xamarin,"Native Cross-Platform",Android5-1-MotoG1,F3,3,0,0,1,1,0,1,0,0
1464,IndividualExpressionAncestorAttributes,Tasky,Xamarin,"Native Cross-Platform",Android5-1-MotoG1,F3,3,1,21136.0390625,1,3,3,0,100,16895.234375
1467,IndividualExpressionAncestorIndex,Tasky,Xamarin,"Native Cross-Platform",Android5-1-MotoG1,F3,3,1,19864.1796875,1,3,3,0,100,15973.6015625
1470,IndividualExpressionCrossPlatform,Tasky,Xamarin,"Native Cross-Platform",Android5-1-MotoG1,F3,3,0,2442.625,1,2,1,1,33.333333333333336,459.3125
1473,IndividualExpressionElementType,Tasky,Xamarin,"Native Cross-Platform",Android5-1-MotoG1,F3,3,1,20154.78125,1,3,3,0,100,16312.21875
1476,IndividualExpressionIdentifyAttributes,Tasky,Xamarin,"Native Cross-Platform",Android5-1-MotoG1,F3,3,1,19920.8203125,1,3,3,0,100,15903.15625
1479,CombinedExpressionsInOrder,Tasky,Xamarin,"Native Cross-Platform",Android6-0-1-MotoG4,F3,3,1,16685.5390625,1,3,3,0,100,13438.3828125
1482,CombinedExpressionsMultiLocator,Tasky,Xamarin,"Native Cross-Platform",Android6-0-1-MotoG4,F3,3,1,22655.0234375,1,3,3,0,100,19341.8359375
1485,IndividualExpressionAbsolutePath,Tasky,Xamarin,"Native Cross-Platform",Android6-0-1-MotoG4,F3,3,1,16255.8359375,1,3,3,0,100,13026.6953125
1488,IndividualExpressionAncestorAttributes,Tasky,Xamarin,"Native Cross-Platform",Android6-0-1-MotoG4,F3,3,1,16777.0859375,1,3,3,0,100,13493.921875
1491,IndividualExpressionAncestorIndex,Tasky,Xamarin,"Native Cross-Platform",Android6-0-1-MotoG4,F3,3,1,16318.7578125,1,3,3,0,100,13072.578125
1494,IndividualExpressionCrossPlatform,Tasky,Xamarin,"Native Cross-Platform",Android6-0-1-MotoG4,F3,3,1,16405.71875,1,3,2,0,66.66666666666667,887.5703125
1497,IndividualExpressionElementType,Tasky,Xamarin,"Native Cross-Platform",Android6-0-1-MotoG4,F3,3,1,16526.9609375,1,3,3,0,100,13219.765625
1500,IndividualExpressionIdentifyAttributes,Tasky,Xamarin,"Native Cross-Platform",Android6-0-1-MotoG4,F3,3,1,16253.65625,1,3,3,0,100,12998.6171875
1503,CombinedExpressionsInOrder,Tasky,Xamarin,"Native Cross-Platform",IOS10-2-iPad4,F3,3,1,34596.7109375,1,3,3,0,100,27907.125
1504,CombinedExpressionsMultiLocator,Tasky,Xamarin,"Native Cross-Platform",IOS10-2-iPad4,F3,3,1,101981.7734375,1,3,3,0,100,95137.2578125
1505,IndividualExpressionAbsolutePath,Tasky,Xamarin,"Native Cross-Platform",IOS10-2-iPad4,F3,3,0,0,1,1,0,1,0,0
1506,IndividualExpressionAncestorAttributes,Tasky,Xamarin,"Native Cross-Platform",IOS10-2-iPad4,F3,3,0,6434.1484375,1,2,1,1,33.333333333333336,4216.1328125
1507,IndividualExpressionAncestorIndex,Tasky,Xamarin,"Native Cross-Platform",IOS10-2-iPad4,F3,3,0,0,1,1,0,1,0,0
1508,IndividualExpressionCrossPlatform,Tasky,Xamarin,"Native Cross-Platform",IOS10-2-iPad4,F3,3,1,66034.8828125,1,3,3,0,100,27806.4296875
1509,IndividualExpressionElementType,Tasky,Xamarin,"Native Cross-Platform",IOS10-2-iPad4,F3,3,1,34423.8671875,1,3,3,0,100,27793.9609375
1510,IndividualExpressionIdentifyAttributes,Tasky,Xamarin,"Native Cross-Platform",IOS10-2-iPad4,F3,3,0,7354.390625,1,2,1,1,33.333333333333336,4709.8828125
1511,CombinedExpressionsInOrder,Tasky,Xamarin,"Native Cross-Platform",IOS7-1-2-iPhone,F3,3,1,33392.015625,1,3,3,0,100,22911.078125
1514,CombinedExpressionsMultiLocator,Tasky,Xamarin,"Native Cross-Platform",IOS7-1-2-iPhone,F3,3,1,260801.9375,1,3,3,0,100,252835.7109375
1517,IndividualExpressionAbsolutePath,Tasky,Xamarin,"Native Cross-Platform",IOS7-1-2-iPhone,F3,3,1,32596.8125,1,3,3,0,100,22866.359375
1520,IndividualExpressionAncestorAttributes,Tasky,Xamarin,"Native Cross-Platform",IOS7-1-2-iPhone,F3,3,1,32184.3359375,1,3,3,0,100,21771.453125
1523,IndividualExpressionAncestorIndex,Tasky,Xamarin,"Native Cross-Platform",IOS7-1-2-iPhone,F3,3,0,0,1,1,0,1,0,0
1526,IndividualExpressionCrossPlatform,Tasky,Xamarin,"Native Cross-Platform",IOS7-1-2-iPhone,F3,3,1,31025.125,1,3,3,0,100,21397.75
1528,IndividualExpressionElementType,Tasky,Xamarin,"Native Cross-Platform",IOS7-1-2-iPhone,F3,3,1,32292.1875,1,3,3,0,100,21863.25
1530,IndividualExpressionIdentifyAttributes,Tasky,Xamarin,"Native Cross-Platform",IOS7-1-2-iPhone,F3,3,1,34911.140625,1,3,2,0,66.66666666666667,10559.0078125
1533,CombinedExpressionsInOrder,Tasky,Xamarin,"Native Cross-Platform",IOS9-3-iPad,F3,3,1,26283.2890625,1,3,3,0,100,19905.515625
1536,CombinedExpressionsMultiLocator,Tasky,Xamarin,"Native Cross-Platform",IOS9-3-iPad,F3,3,1,243003.453125,1,3,3,0,100,235680.7109375
1539,IndividualExpressionAbsolutePath,Tasky,Xamarin,"Native Cross-Platform",IOS9-3-iPad,F3,3,1,26835.5078125,1,3,3,0,100,19862.1015625
1542,IndividualExpressionAncestorAttributes,Tasky,Xamarin,"Native Cross-Platform",IOS9-3-iPad,F3,3,1,26177.171875,1,3,3,0,100,19906.5234375
1545,IndividualExpressionAncestorIndex,Tasky,Xamarin,"Native Cross-Platform",IOS9-3-iPad,F3,3,0,0,1,1,0,1,0,0
1548,IndividualExpressionCrossPlatform,Tasky,Xamarin,"Native Cross-Platform",IOS9-3-iPad,F3,3,1,26578.90625,1,3,3,0,100,20184.2890625
1551,IndividualExpressionElementType,Tasky,Xamarin,"Native Cross-Platform",IOS9-3-iPad,F3,3,1,26409.28125,1,3,3,0,100,20007.3828125
1554,IndividualExpressionIdentifyAttributes,Tasky,Xamarin,"Native Cross-Platform",IOS9-3-iPad,F3,3,1,28763.875,1,3,2,0,66.66666666666667,6536.2421875
1557,CombinedExpressionsInOrder,Memesplay,Cordova,Hybrid,Android4-4-TabletSamsung,F1,4,0,4785.7734375,1,2,1,1,25,3501.09375
1558,CombinedExpressionsMultiLocator,Memesplay,Cordova,Hybrid,Android4-4-TabletSamsung,F1,4,0,5955.34375,1,2,1,1,25,4609.5
1559,IndividualExpressionAbsolutePath,Memesplay,Cordova,Hybrid,Android4-4-TabletSamsung,F1,4,0,0,1,1,0,1,0,0
1560,IndividualExpressionAncestorAttributes,Memesplay,Cordova,Hybrid,Android4-4-TabletSamsung,F1,4,0,4675.25,1,2,1,1,25,3321.78125
1561,IndividualExpressionAncestorIndex,Memesplay,Cordova,Hybrid,Android4-4-TabletSamsung,F1,4,0,4564.7109375,1,2,1,1,25,3287.359375
1562,IndividualExpressionCrossPlatform,Memesplay,Cordova,Hybrid,Android4-4-TabletSamsung,F1,4,0,4701.2265625,1,2,1,1,25,3371.5703125
1563,IndividualExpressionElementType,Memesplay,Cordova,Hybrid,Android4-4-TabletSamsung,F1,4,0,4590.375,1,2,1,1,25,3314.859375
1564,IndividualExpressionIdentifyAttributes,Memesplay,Cordova,Hybrid,Android4-4-TabletSamsung,F1,4,0,4603.4921875,1,2,1,1,25,3290.828125
1565,CombinedExpressionsInOrder,Memesplay,Cordova,Hybrid,Android5-1-MotoG1,F1,4,1,14144.296875,1,4,4,0,100,9095.171875
1566,CombinedExpressionsMultiLocator,Memesplay,Cordova,Hybrid,Android5-1-MotoG1,F1,4,1,26647.3359375,1,4,4,0,100,21593.765625
1567,IndividualExpressionAbsolutePath,Memesplay,Cordova,Hybrid,Android5-1-MotoG1,F1,4,1,18109.234375,1,4,4,0,100,13018.171875
1568,IndividualExpressionAncestorAttributes,Memesplay,Cordova,Hybrid,Android5-1-MotoG1,F1,4,1,13431.9375,1,4,3,0,75,5048.046875
1569,IndividualExpressionAncestorIndex,Memesplay,Cordova,Hybrid,Android5-1-MotoG1,F1,4,1,13823.4453125,1,4,4,0,100,8565.46875
1570,IndividualExpressionCrossPlatform,Memesplay,Cordova,Hybrid,Android5-1-MotoG1,F1,4,1,13707.515625,1,4,3,0,75,4992.4453125
1571,IndividualExpressionElementType,Memesplay,Cordova,Hybrid,Android5-1-MotoG1,F1,4,1,13382.4609375,1,4,3,0,75,5018.5
1572,IndividualExpressionIdentifyAttributes,Memesplay,Cordova,Hybrid,Android5-1-MotoG1,F1,4,1,13264.2578125,1,4,1,0,25,3230.9921875
1573,CombinedExpressionsInOrder,Memesplay,Cordova,Hybrid,Android6-0-1-MotoG4,F1,4,1,14153.859375,1,4,4,0,100,9133.8359375
